no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,1,3,0,10.972020282990258,0,0,0,12.475154549857537,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,8.291979901117552,0,0,0,11.841425949546407,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,6.983868242305268,0,0,0,12.470666122280365,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,10.50355226334518,0,0,0,14.283914785014478,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,5.859693918529069,0,0,0,12.77588443629456,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,0,1.750018771384625,0,0,0,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,5.4095867131092445,0,0,0,12.66501035020906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,5.4095867131092445,0,0,0,12.156638921524621,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,9.80391229449938,0,0,0,14.072360374169069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,5,0,8.291979901117552,0,0,0,11.787675225208321,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,3,0,11.637083748820116,0,0,0,11.890059974897339,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,6.456680120431903,0,0,0,11.524436072744049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,10.591267450145189,0,0,0,12.681479337306826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,-2.4047385239985353,0,0,0,11.551249063020494,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,2.1104769557146987,0,0,0,12.731257043260937,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,8.481338316461375,0,0,0,11.703670525569978,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,12.175346138423206,0,0,0,12.069057093898765,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,10.459242971777526,0,0,0,11.530679140585894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,7.305350880145443,0,0,0,14.654059855356135,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,4,0,6.548825866563435,0,0,0,10.554107805164502,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,2,2,0,9.653977015499429,0,0,0,9.714887419678108,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,5,0,14.735497551004292,0,0,0,14.27926098550724,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,4.90268147343466,0,0,0,12.962411449530732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,2.424863699619117,1,0,2,12.039670700566644,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,1,0,5.164338539248802,0,0,0,11.49315225239375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,4,1,7.458514453594277,0,0,0,15.344823467136278,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,1,4.621599924877713,0,0,0,12.882234902847564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,15.406090612584851,0,0,0,12.935761747629307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,4.764791365422229,0,0,0,13.899871237599838,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,3.6132483604972085,0,0,0,11.49315225239375,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,3.803671935308651,1,0,1,10.133668720465554,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,11.448098121369412,0,0,0,12.110035649783319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,8.355835442431552,0,0,0,13.394229346070682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,1,0,1.322020010631007,0,0,0,12.554460104409005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,11.637083748820116,0,0,0,11.800992718260904,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,6.983868242305268,0,0,0,12.882234902847564,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,11.174471178196194,0,0,0,12.681479337306826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,6.814672810770127,0,0,0,12.66501035020906,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0.009966240381495555,0,0,0,12.098346713373525,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,4.621599924877713,0,0,0,8.75378011312408,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,1.322020010631007,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,4.764791365422229,0,0,0,14.77900920512046,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,2.424863699619117,0,0,0,12.60105277734146,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,16.731856421472443,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,2,3,0,11.964904255059576,0,0,0,11.577978535119833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,5.75165477138973,0,0,0,12.60990090378679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,1.322020010631007,0,0,0,12.60990090378679,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,10.459242971777526,0,0,0,11.800992718260904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3,7,0,4.621599924877713,0,0,0,11.39226617776506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0.7825566810065498,0,0,0,15.954531956154359,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,6.266541086841171,0,0,0,12.386096521868524,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,4.154392429372679,0,0,0,12.386096521868524,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,8.028670294911496,0,0,0,11.67916867686006,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,8.89943687365904,0,0,0,11.222484661920577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,5.288854709387413,0,0,0,12.098346713373525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,4.154392429372679,0,0,0,12.882234902847564,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,7.607124173565279,0,0,0,11.23864883330332,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,3.1938805801177828,0,0,0,11.89724215301397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,2,0,4.621599924877713,0,0,0,13.802744526019437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0.009966240381495555,1,0,5,10.207409341463702,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,7.458514453594277,0,0,0,12.828401026712966,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,6.168335789554839,0,0,0,10.48852493304313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,6.814672810770127,0,0,0,12.098346713373525,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,1,0.7825566810065498,0,0,0,12.329276548539504,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,5.526806807483507,0,0,0,10.828191057640566,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,2,3,0,5.526806807483507,0,0,0,12.098346713373525,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,6.983868242305268,0,0,0,11.617608724641777,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,4,0,0.7825566810065498,0,0,0,13.340663350486087,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,1,7.147271986941719,0,0,0,15.344823467136278,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,11.05373557824367,0,0,0,12.386096521868524,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,1,0,3.4106889600910395,0,0,0,15.396454070491071,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,8.028670294911496,0,0,0,12.925080722731874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1,2,0,13.023302299733343,0,0,0,15.643648139983394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,3,0,3.6132483604972085,0,0,0,13.007543946901617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,0,6.168335789554839,0,0,0,11.082166948551734,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,1.322020010631007,0,0,0,11.740294041450243,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0.009966240381495555,0,0,0,12.828401026712966,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,3,0,10.50355226334518,0,0,0,14.920016945411561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,-2.4047385239985353,0,0,0,10.766866505225984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,14.248197534363127,0,0,0,12.386096521868524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,4.154392429372679,0,0,0,11.01608703272204,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,1,1.322020010631007,0,0,0,12.69244241731779,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,5,0,12.035739622363375,0,0,0,12.680382315566758,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,9.448080303868617,0,0,0,11.755508409158647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,13.616655478357089,0,0,0,11.855263053482894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,13.206124432031963,0,0,0,13.447500994071786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,4.764791365422229,0,0,0,12.214553794637842,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,1,0,0,12.835991735395682,0,0,0,13.530628891078397,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,8.841584043326824,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,-2.4047385239985353,0,0,0,14.689911825808297,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,4.472572688289471,0,0,0,12.66501035020906,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,7.305350880145443,0,0,0,9.776483555933648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,13.841988217954848,0,0,0,11.222484661920577,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,13.38471506120438,0,0,0,10.495602857027512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,2.424863699619117,0,0,0,15.170924855680687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,2,2,0,1.750018771384625,0,0,0,11.277316363134,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,2.424863699619117,0,0,0,11.14119219863833,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,5.035730628699913,0,0,0,10.296435703800096,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,5.288854709387413,0,0,0,10.566037936882546,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,0,0,2.705467314646658,0,0,0,11.108452133669488,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,4.317083682884964,0,0,0,12.66501035020906,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,0,0.7825566810065498,0,0,0,10.133668720465554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,6.0678827389250465,0,0,0,11.49315225239375,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,2.9600540602360894,1,0,4,11.740294041450243,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,1.322020010631007,0,0,0,12.386096521868524,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,10.186726045375885,0,0,0,14.436318007857134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,3,0,8.664373783584963,0,0,0,10.725724380328625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,12.446744740371697,0,0,0,8.479837870339134,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,10.459242971777526,0,0,0,9.162270429428885,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,7.147271986941719,0,0,0,10.228663686765561,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,9.125156210790122,0,0,0,11.800992718260904,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,6.362619049624176,0,0,0,9.98403725596597,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,-2.4047385239985353,0,0,0,10.841756183289997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,9.288840809365936,0,0,0,14.058098630121393,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,4,0,7.147271986941719,0,0,0,13.255883199823716,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1,1,1,8.724068355620622,0,0,0,15.344823467136278,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,8.418947906524169,0,0,0,13.255883199823716,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,9.653977015499429,0,0,0,10.4601499346053,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,0,0.7825566810065498,1,3,39,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,10.186726045375885,0,0,0,12.386096521868524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,7.751500864262383,0,0,0,9.753931099158653,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,4,0,10.591267450145189,0,0,0,11.658902330197222,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,8.227359265577123,0,0,0,14.436318007857134,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,-2.4047385239985353,0,0,0,12.774255490528557,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,4.90268147343466,0,0,0,13.948082764353595,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,9.500222811084415,0,0,0,12.386096521868524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,3,0,12.545983583155214,0,0,0,13.185957190842458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,13.616655478357089,0,0,0,10.688516577216006,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,0.009966240381495555,0,0,0,12.214553794637842,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,4.621599924877713,0,0,0,10.963507571977006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,16.40772870444162,0,0,0,10.783947592854513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,7.607124173565279,0,0,0,15.153808246454146,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,4,0,14.883679657733667,0,0,0,11.457348434976389,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,6.0678827389250465,0,0,0,12.498682713472045,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1,2.705467314646658,0,0,0,11.740294041450243,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,2,4,0,12.27830849931809,0,0,0,10.464412663301573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,9.013407104307369,0,0,0,11.331793129739347,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,1.750018771384625,1,0,25,12.719793551775203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,1,0,2.9600540602360894,0,0,0,10.855298775926363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,7.751500864262383,0,0,0,13.34833381772365,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,8.418947906524169,0,0,0,11.49315225239375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,2.9600540602360894,0,0,0,13.948082764353595,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,13.32564012372424,0,0,0,12.925080722731874,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,1,0,15.148835510831068,0,0,0,11.800992718260904,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,17.963270927901302,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,13.145666081227018,0,0,0,12.098346713373525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,9.125156210790122,0,0,0,10.828191057640566,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,12.27830849931809,0,0,0,12.069057093898765,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,5,0,10.369694958586008,0,0,0,16.558179749777064,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,11.253778246174209,0,0,0,12.069057093898765,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,15.12506581330971,0,0,0,9.625096453058319,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,4.621599924877713,0,0,0,12.214553794637842,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,1.322020010631007,0,0,0,15.332193384561343,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,1,2,0,12.140697387802968,0,0,0,11.524436072744049,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,10.459242971777526,0,0,0,11.121563618166812,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,2,1,4.764791365422229,0,0,0,10.841756183289997,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,8.664373783584963,0,0,0,11.193310350498553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,14.635245446858226,0,0,0,13.447500994071786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,14.300861393464082,0,0,0,13.948082764353595,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,9.069552607467418,0,0,0,14.84093164029493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,2,3,0,12.867533515149532,0,0,0,10.818002367251788,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,7.891930731534395,0,0,0,12.069057093898765,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,13.814167236221868,0,0,0,12.069057093898765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,-2.4047385239985353,0,0,0,14.645077630971892,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,11.637083748820116,0,0,0,12.681479337306826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,7.066263432302386,0,0,0,9.564626729133309,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,3.6132483604972085,0,0,0,12.18042929644418,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,15.899069364006051,0,0,0,10.73671607977847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,10.591267450145189,0,0,0,12.582222247517887,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,17.235860398215713,0,0,0,13.198944996415953,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,8.355835442431552,0,0,0,11.077558473055287,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,2,2,0,9.704368135318235,0,0,0,13.34833381772365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,9.80391229449938,0,0,0,13.164618946731059,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,3,0,3.983613050709453,0,0,0,12.882234902847564,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,11.674272041747964,0,0,0,11.800992718260904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0.7825566810065498,0,0,0,12.935761747629307,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,1,0,7.066263432302386,0,0,0,11.76462428012756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,1,13.673589819524695,0,0,0,12.3832639579004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,15.359878614378314,0,0,0,10.954154573493684,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,9.853081807484557,0,0,0,11.755508409158647,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,-2.4047385239985353,0,0,0,11.740294041450243,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,11.094222110354858,0,0,0,13.255883199823716,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,8.227359265577123,0,0,0,9.596514486483938,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,16.36640459090362,0,0,0,12.386096521868524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,12.804317488828154,0,0,0,13.948082764353595,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,8.161950459171436,0,0,0,14.84093164029493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,12.379834560583618,0,0,0,11.16729194054892,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,6.0678827389250465,0,0,0,11.273457603241912,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,13.897342387691523,0,0,0,11.800992718260904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,16.79139805885379,0,0,0,10.495602857027512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,14.508221600822822,0,0,0,10.133668720465554,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,1.322020010631007,0,0,0,11.430238696249864,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,10.677811221696858,0,0,0,12.098346713373525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,7.679823010834335,0,0,0,13.394229346070682,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,1.322020010631007,0,0,0,10.841756183289997,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,3.983613050709453,0,0,0,12.098346713373525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,8.355835442431552,0,0,0,11.524436072744049,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,8.60403245541774,0,0,0,9.776483555933648,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,5,10,0,6.266541086841171,0,0,0,11.642901384640684,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,2,5,0,2.705467314646658,1,0,2,10.133668720465554,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,-2.4047385239985353,0,0,0,11.740294041450243,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,5.288854709387413,0,0,0,14.310401117244506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,9,0,11.964904255059576,0,0,0,12.3832639579004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1,2,0,9.551913444082864,0,0,0,15.395197694605836,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,2,3,0,6.548825866563435,0,0,0,11.800992718260904,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,2,0,0,17.963270927901302,0,0,0,11.800992718260904,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,9.288840809365936,0,0,0,12.882234902847564,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,16.731856421472443,0,0,0,11.800992718260904,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,3,0,10.23296683187922,0,0,0,14.827693099787064,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,2.1104769557146987,0,0,0,13.339640161350754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,3,0,2.424863699619117,0,0,0,13.543162507389335,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,10.720655759790066,0,0,0,10.942783035720874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,8.028670294911496,0,0,0,14.450061633649957,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,0,0,2.705467314646658,0,0,0,11.345198105211887,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,0.7825566810065498,0,0,0,12.914922508691564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0.7825566810065498,0,0,0,12.272097627908751,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,9.998273575448708,0,0,0,12.631984155782247,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,15.811444383983124,0,0,0,12.098346713373525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,1,1,4.154392429372679,0,0,0,15.270092667429617,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,0,4,0,9.551913444082864,0,0,0,13.555680089146515,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
